"Sample Group","Source","Source ID","Well #","Site ID","Sample ID","Sample Date","Sample Type","# Samples","# Results","Sample Time","Description","Date Reported","Source","Collector","Lab ID","Lab","Reason for No Results","Lab Comments"
"Haloacetic Acids","Distribution System","(none)","(none)","","360658","01/17/2005","Compliance","1","6","1330","","02/23/2005","Distribution System","","721026460","Northern Lake Service Inc. (Crandon)","",""
"Inorganics","Entry Point","100","(none)","","360654","01/17/2005","Compliance","1","16","1400","","02/23/2005","Entry Point","","721026460","Northern Lake Service Inc. (Crandon)","",""
"Synthetic Organics","Entry Point","100","(none)","","360657","01/17/2005","Compliance","1","22","1400","","02/23/2005","Entry Point","","721026460","Northern Lake Service Inc. (Crandon)","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","360653","01/17/2005","Compliance","1","1","900","","02/01/2005","Entry Point","","721026460","Northern Lake Service Inc. (Crandon)","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","360652","01/17/2005","Raw Water","1","2","900","","02/01/2005","Well","","721026460","Northern Lake Service Inc. (Crandon)","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","360656","01/17/2005","Compliance","1","5","1330","","02/23/2005","Distribution System","","721026460","Northern Lake Service Inc. (Crandon)","",""
"Volatile Organics","Entry Point","100","(none)","","360655","01/17/2005","Compliance","1","42","1400","","02/23/2005","Entry Point","","721026460","Northern Lake Service Inc. (Crandon)","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","1153223","12/07/2004","Compliance","1","1","900","","12/16/2004","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","1153222,1153224","12/07/2004","Raw Water","1","2","900","","12/16/2004","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","1136612","11/10/2004","Compliance","1","1","1600","","12/02/2004","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","1136610,1136611","11/10/2004","Raw Water","1","2","1600","","12/02/2004","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","1130347","10/13/2004","Compliance","1","6","930","","10/29/2004","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","1112045","10/13/2004","Compliance","1","1","930","","10/29/2004","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","1112043-44","10/13/2004","Raw Water","1","2","930","","10/29/2004","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","1130346","10/13/2004","Compliance","1","5","930","","10/29/2004","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","1100357","09/09/2004","Compliance","1","1","1030","","09/18/2004","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","110056+58","09/09/2004","Raw Water","1","2","1030","","09/18/2004","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","1081208","08/05/2004","Compliance","1","1","1400","","08/16/2004","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","1081206-07","08/05/2004","Raw Water","1","2","1400","","08/16/2004","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","1066206","07/08/2004","Compliance","1","6","1015","","08/02/2004","Distribution System","D ZIEGE","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","1066210","07/08/2004","Compliance","1","1","1400","","08/02/2004","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","1066208-09","07/08/2004","Raw Water","1","2","1400","","08/02/2004","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","1066207","07/08/2004","Compliance","1","5","1018","","08/02/2004","Distribution System","D ZIEGE","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","1054357","06/14/2004","Compliance","1","1","1000","","06/24/2004","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","1054358-59","06/14/2004","Raw Water","1","2","1000","","06/24/2004","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","1035752","05/06/2004","Compliance","1","1","1000","","05/14/2004","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","1035750-51","05/06/2004","Raw Water","1","2","1000","","05/14/2004","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","1021974","04/05/2004","Compliance","1","6","1400","","04/19/2004","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","1021972","04/05/2004","Compliance","1","1","1430","","04/19/2004","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","1021970-71","04/05/2004","Raw Water","1","2","1430","","04/19/2004","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","1021973","04/05/2004","Compliance","1","5","1400","","04/19/2004","Distribution System","E KEIFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","1008439","03/03/2004","Compliance","1","1","1400","","03/12/2004","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","1008437-38","03/03/2004","Raw Water","1","2","1400","","03/12/2004","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","998078","02/09/2004","Compliance","1","1","1400","","02/19/2004","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","998076-77","02/09/2004","Raw Water","1","2","1400","","02/19/2004","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","990916","01/19/2004","Compliance","1","6","1345","","02/02/2004","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Inorganics","Entry Point","100","(none)","","990914+17","01/19/2004","Compliance","1","16","1330","","02/02/2004","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","990913","01/19/2004","Compliance","1","1","1330","","02/02/2004","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","990911-12","01/19/2004","Raw Water","1","2","1330","","02/02/2004","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","990915","01/19/2004","Compliance","1","5","1345","","02/02/2004","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","976492","12/08/2003","Compliance","1","1","1010","","12/18/2003","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","976490-91","12/08/2003","Raw Water","1","2","1010","","12/18/2003","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","964166","11/06/2003","Compliance","1","1","730","","11/11/2003","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","964164-65","11/06/2003","Raw Water","1","2","730","","11/11/2003","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","953170","10/08/2003","Compliance","1","6","1010","","10/17/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","953168","10/08/2003","Compliance","1","6","1210","","10/17/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","953172","10/08/2003","Compliance","1","6","940","","10/17/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","953174","10/08/2003","Compliance","1","6","1100","","10/17/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","953890","10/08/2003","Compliance","1","1","900","","10/15/2003","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","953891-92","10/08/2003","Raw Water","1","2","900","","10/15/2003","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","953171","10/08/2003","Compliance","1","5","940","","10/17/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","953169","10/08/2003","Compliance","1","5","1010","","10/17/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","953167","10/08/2003","Compliance","1","5","1210","","10/17/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","953173","10/08/2003","Compliance","1","5","1100","","10/17/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","937845","09/03/2003","Compliance","1","6","1450","","09/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","937847","09/03/2003","Compliance","1","6","1530","","09/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","937843","09/03/2003","Compliance","1","6","1512","","09/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","937841","09/03/2003","Compliance","1","6","1440","","09/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","937787","09/03/2003","Compliance","1","1","1345","","09/10/2003","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","937788-89","09/03/2003","Raw Water","1","2","1345","","09/10/2003","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","937844","09/03/2003","Compliance","1","5","1456","","09/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","937842","09/03/2003","Compliance","1","5","1512","","09/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","937840","09/03/2003","Compliance","1","5","1440","","09/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","937846","09/03/2003","Compliance","1","5","1530","","09/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","924703","08/06/2003","Compliance","1","1","1520","","08/12/2003","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced"
"Total Organic Carbon Raw Water","Well","1","(none)","","924704-05","08/06/2003","Raw Water","1","2","1520","","08/12/2003","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","908537","07/01/2003","Compliance","1","1","1520","","07/16/2003","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","908538-39","07/01/2003","Raw Water","1","2","1520","","07/16/2003","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","893802","06/02/2003","Compliance","1","1","1550","","06/25/2003","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","ice/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","893803-04","06/02/2003","Raw Water","1","2","1550","","06/25/2003","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","ice/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","882697","05/06/2003","Compliance","1","6","1145","","05/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","882699","05/06/2003","Compliance","1","6","1215","","05/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","882701","05/06/2003","Compliance","1","6","1300","","05/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","882703","05/06/2003","Compliance","1","6","1400","","05/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","882851","05/06/2003","Compliance","1","1","1300","","05/22/2003","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","882852-53","05/06/2003","Raw Water","1","2","1300","","05/22/2003","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","882696","05/06/2003","Compliance","1","5","1145","","05/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","882700","05/06/2003","Compliance","1","5","1300","","05/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","882702","05/06/2003","Compliance","1","5","1400","","05/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","882698","05/06/2003","Compliance","1","5","1215","","05/15/2003","Distribution System","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","870113","04/02/2003","Compliance","1","1","1500","","04/21/2003","Entry Point","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Raw Water","Well","1","(none)","","870111-12","04/02/2003","Raw Water","1","2","1500","","04/21/2003","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","856562","03/03/2003","Compliance","1","1","1115","","03/26/2003","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","856560-61","03/03/2003","Raw Water","1","2","1115","","03/26/2003","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","848668","02/10/2003","Compliance","1","1","1120","","02/26/2003","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","848669-70","02/10/2003","Raw Water","1","2","1120","","02/26/2003","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","848669-7OA","02/10/2003","Raw Water","1","2","1120","","02/19/2003","Well","KIEFER, E","999766900","Eurofins Eaton Analytical, LLC - Indiana","","iced/wet"
"Haloacetic Acids","Distribution System","(none)","(none)","","843572","01/28/2003","Compliance","1","6","800","","02/20/2003","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","843574","01/28/2003","Compliance","1","6","850","","02/20/2003","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","843570","01/28/2003","Compliance","1","6","741","","02/20/2003","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","843576","01/28/2003","Compliance","1","6","819","","02/20/2003","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Inorganics","Entry Point","100","(none)","","843579-80","01/28/2003","Compliance","1","16","910","","02/20/2003","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","843575","01/28/2003","Compliance","1","5","850","","02/20/2003","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","843577","01/28/2003","Compliance","1","5","819","","02/20/2003","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","843573","01/28/2003","Compliance","1","5","800","","02/20/2003","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","843571","01/28/2003","Compliance","1","5","741","","02/20/2003","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","843176","01/27/2003","Compliance","1","1","930","","02/10/2003","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","843177-78","01/27/2003","Raw Water","1","2","930","","02/10/2003","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","822720","12/03/2002","Compliance","1","1","1100","","12/18/2002","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","822721-22","12/03/2002","Raw Water","1","2","1100","","12/18/2002","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","816129","11/18/2002","Compliance","1","6","1000","","12/10/2002","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","816127","11/18/2002","Compliance","1","6","928","","12/10/2002","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","816125","11/18/2002","Compliance","1","6","905","","12/10/2002","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","816123","11/18/2002","Compliance","1","6","755","","12/10/2002","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","816122","11/18/2002","Compliance","1","5","755","","12/10/2002","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","816124","11/18/2002","Compliance","1","5","905","","12/10/2002","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","816126","11/18/2002","Compliance","1","5","928","","12/10/2002","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","816128","11/18/2002","Compliance","1","5","1000","","12/10/2002","Distribution System","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","808082","10/30/2002","Compliance","1","1","900","","11/14/2002","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","808083-84","10/30/2002","Raw Water","1","2","900","","11/14/2002","Well","E KEIFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","798040","10/02/2002","Compliance","1","1","1025","","10/17/2002","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","798041-42","10/02/2002","Raw Water","1","2","1025","","10/17/2002","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","782190","09/03/2002","Compliance","1","1","1145","","09/18/2002","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","782191-92","09/03/2002","Raw Water","1","2","1145","","09/18/2002","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","770166","08/01/2002","Compliance","1","1","800","","08/20/2002","Entry Point","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","770167-68","08/01/2002","Raw Water","1","2","800","","08/20/2002","Well","E KIEFER","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","766770","07/24/2002","Compliance","1","6","1300","","08/20/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","766772","07/24/2002","Compliance","1","6","1300","","08/20/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","766774","07/24/2002","Compliance","1","6","1300","","08/20/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","766776","07/24/2002","Compliance","1","6","1300","","08/20/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","766769","07/24/2002","Compliance","1","5","1300","","08/20/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","766773","07/24/2002","Compliance","1","5","1300","","08/20/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","766775","07/24/2002","Compliance","1","5","1300","","08/20/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","766771","07/24/2002","Compliance","1","5","1300","","08/20/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","757323","07/02/2002","Compliance","1","1","1300","","07/17/2002","Entry Point","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","757324-25","07/02/2002","Raw Water","1","2","1300","","07/17/2002","Well","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","74575","06/03/2002","Compliance","1","1","1300","","06/19/2002","Entry Point","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","743576-77","06/03/2002","Raw Water","1","2","1300","","06/19/2002","Well","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Finished Water","Entry Point","100","(none)","","730673","05/01/2002","Compliance","1","1","1300","","05/21/2002","Entry Point","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Organic Carbon Raw Water","Well","1","(none)","","730674-75","05/01/2002","Raw Water","1","2","1300","","05/21/2002","Well","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","726498","04/18/2002","Compliance","1","6","1300","","05/21/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","726494","04/18/2002","Compliance","1","6","1300","","05/21/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","726492","04/18/2002","Compliance","1","6","1300","","05/21/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Haloacetic Acids","Distribution System","(none)","(none)","","726496","04/18/2002","Compliance","1","6","1300","","05/21/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","726497","04/18/2002","Compliance","1","5","1300","","05/21/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
"Total Trihalomethane Sample","Distribution System","(none)","(none)","","726491","04/18/2002","Compliance","1","5","1300","","05/21/2002","Distribution System","A EVERT","999766900","Eurofins Eaton Analytical, LLC - Indiana","",""
